	Id	BodyTitle	words_tokens	tags_tokens
764	189645	"how to break out of multiple loops? given the following code (that doesnt work):
while true:
    #snip: print out current state
    while true:
        ok = get_input(""is this ok? (y n)"")
        if ok.lower() == ""y"": break  #this doesnt work :(
        if ok.lower() == ""n"": break
    #do more processing with menus and stuff

is there a way to make this work? or do i have do one check to break out of the input loop, then another, more limited, check in the outside loop to break out all together if the user is satisfied?
"	['break', 'multiple', 'loop', 'given', 'following', 'code', 'doesnt', 'work', 'true', 'snip', 'print', 'current', 'state', 'true', 'get_input', 'ok.lower', 'break', 'doesnt', 'work', 'ok.lower', 'break', 'processing', 'menu', 'stuff', 'way', 'make', 'work', 'one', 'check', 'break', 'input', 'loop', 'another', 'limited', 'check', 'outside', 'loop', 'break', 'together', 'user', 'satisfied']	['python', 'nested-loops', 'break', 'control-flow']
765	189943	"how can i quantify difference between two images? heres what i would like to do:
im taking pictures with a webcam at regular intervals.  sort of like a time lapse thing.  however, if nothing has really changed, that is, the picture pretty much looks the same, i dont want to store the latest snapshot.
i imagine theres some way of quantifying the difference, and i would have to empirically determine a threshold.  
im looking for simplicity rather than perfection.
im using python.
"	['quantify', 'difference', 'two', 'image', 'here', 'would', 'like', 'taking', 'picture', 'webcam', 'regular', 'interval', 'sort', 'like', 'time', 'lapse', 'thing', 'however', 'nothing', 'really', 'changed', 'picture', 'pretty', 'much', 'look', 'dont', 'want', 'store', 'latest', 'snapshot', 'imagine', 'there', 'way', 'quantifying', 'difference', 'would', 'empirically', 'determine', 'threshold', 'looking', 'simplicity', 'rather', 'perfection', 'using', 'python']	['python', 'image-processing', 'background-subtraction', 'image-comparison', 'timelapse']
766	190010	"daemon threads explanation in the python documentation
it says:

a thread can be flagged as a ""daemon thread"". the significance of this
  flag is that the entire python program exits when only daemon threads
  are left. the initial value is inherited from the creating thread.

does anyone have a clearer explanation of what that means or a practical example showing where you would set threads as daemonic?
clarify it for me: so the only situation you wouldnt set threads as daemonic, is when you want them to continue running after the main thread exits?
"	['daemon', 'thread', 'explanation', 'python', 'documentation', 'say', 'thread', 'flagged', 'daemon', 'thread', 'significance', 'flag', 'entire', 'python', 'program', 'exit', 'daemon', 'thread', 'left', 'initial', 'value', 'inherited', 'creating', 'thread', 'anyone', 'clearer', 'explanation', 'mean', 'practical', 'example', 'showing', 'would', 'set', 'thread', 'daemonic', 'clarify', 'situation', 'wouldnt', 'set', 'thread', 'daemonic', 'want', 'continue', 'running', 'main', 'thread', 'exit']	['python', 'multithreading', 'daemon', 'python-multithreading']
767	190253	"jquery selector regular expressions i am after documentation on using wildcard or regular expressions (not sure on the exact terminology) with a jquery selector.
i have looked for this myself but have been unable to find information on the syntax and how to use it. does anyone know where the documentation for the syntax is?
edit: the attribute filters allow you to select based on patterns of an attribute value.
"	['jquery', 'selector', 'regular', 'expression', 'documentation', 'using', 'wildcard', 'regular', 'expression', 'sure', 'exact', 'terminology', 'jquery', 'selector', 'looked', 'unable', 'find', 'information', 'syntax', 'use', 'anyone', 'know', 'documentation', 'syntax', 'edit', 'attribute', 'filter', 'allow', 'select', 'based', 'pattern', 'attribute', 'value']	['javascript', 'jquery', 'regex', 'jquery-selectors']
768	190296	"how do you effectively model inheritance in a database? what are the best practices for modeling inheritance in databases?
what are the trade offs (e.g. queriability)?
(im most interested in sql server and .net, but i also want to understand how other platforms address this issue.)
"	['effectively', 'model', 'inheritance', 'database', 'best', 'practice', 'modeling', 'inheritance', 'database', 'trade', 'offs', 'e.g', 'queriability', 'interested', 'sql', 'server', '.net', 'also', 'want', 'understand', 'platform', 'address', 'issue']	['.net', 'sql-server', 'oop', 'inheritance', 'database-design']
769	190396	"adding html entities using css content how do you use the css content property to add html entities?
using something like this just prints &nbsp; to the screen instead of the non breaking space:
.breadcrumbs a:before {
    content: &nbsp;;
}

"	['adding', 'html', 'entity', 'using', 'content', 'use', 'content', 'property', 'add', 'html', 'entity', 'using', 'something', 'like', 'print', 'nbsp', 'screen', 'instead', 'non', 'breaking', 'space', '.breadcrumbs', 'content', 'nbsp']	['html', 'css', 'html-entities', 'css-content']
770	190431	"is git svn dcommit after merging in git dangerous? my motivation for trying out git svn is the effortless merging and branching. then i noticed that man git svn() says: 

running git merge or git pull is not recommended on a branch you plan
  to dcommit from. subversion does not represent merges in any
  reasonable or useful fashion; so users using subversion cannot see any
  merges youve made. furthermore, if you merge or pull from a git
  branch that is a mirror of an svn branch, dcommit may commit to the
  wrong branch.

does this mean i cannot create a local branch from svn trunk (or a branch), hack away, merge back into svn trunk, then dcommit? i understand that svn users will see the same mess that merges in svn pre ..x have always been, but are there any other drawbacks? that last sentence worries me, too. do people routinely do these kinds of things?
"	['git', 'svn', 'dcommit', 'merging', 'git', 'dangerous', 'motivation', 'trying', 'git', 'svn', 'effortless', 'merging', 'branching', 'noticed', 'man', 'git', 'svn', 'say', 'running', 'git', 'merge', 'git', 'pull', 'recommended', 'branch', 'plan', 'dcommit', 'subversion', 'represent', 'merges', 'reasonable', 'useful', 'fashion', 'user', 'using', 'subversion', 'see', 'merges', 'youve', 'made', 'furthermore', 'merge', 'pull', 'git', 'branch', 'mirror', 'svn', 'branch', 'dcommit', 'may', 'commit', 'wrong', 'branch', 'mean', 'create', 'local', 'branch', 'svn', 'trunk', 'branch', 'hack', 'away', 'merge', 'back', 'svn', 'trunk', 'dcommit', 'understand', 'svn', 'user', 'see', 'mess', 'merges', 'svn', 'pre', '..x', 'always', 'drawback', 'last', 'sentence', 'worry', 'people', 'routinely', 'kind', 'thing']	['svn', 'git', 'merge', 'branch', 'git-svn']
771	190852	"how can i get file extensions with javascript? see code: 
var file = "".xsl"";
var file = "".doc"";
getfileextension(file);   returns xsl
getfileextension(file);   returns doc

function getfileextension(filename) {
     *todo* 
}

"	['get', 'file', 'extension', 'javascript', 'see', 'code', 'var', 'file', '.xsl', 'var', 'file', '.doc', 'getfileextension', 'file', 'return', 'xsl', 'getfileextension', 'file', 'return', 'doc', 'function', 'getfileextension', 'filename', '*todo*']	['javascript', 'file-extension']
772	190908	"how can i disable the uitableview selection? when you tap a row in a uitableview, the row is highlighted and selected. is it possible to disable this so tapping a row does nothing?
"	['disable', 'uitableview', 'selection', 'tap', 'row', 'uitableview', 'row', 'highlighted', 'selected', 'possible', 'disable', 'tapping', 'row', 'nothing']	['ios', 'uitableview', 'cocoa-touch']
773	191757	"how to concatenate a std::string and an int? i thought this would be really simple but its presenting some difficulties. if i have
std::string name = ""john"";
int age = ;

how do i combine them to get a single string ""john""?
"	['concatenate', 'std', ':string', 'int', 'thought', 'would', 'really', 'simple', 'presenting', 'difficulty', 'std', ':string', 'name', 'john', 'int', 'age', 'combine', 'get', 'single', 'string', 'john']	['c++', 'int', 'concatenation', 'stdstring']
774	191881	"serializing to json in jquery i need to serialize an object to json. im using jquery. is there a ""standard"" way to do this?
my specific situation: i have an array defined as shown below:
var countries = new array();
countries[] = ga;
countries[] = cd;
...

and i need to turn this into a string to pass to $.ajax() like this:
$.ajax({
    type: ""post"",
    url: ""concessions.aspx getconcessions"",
    data: ""{countries:[ga,cd]}"",
...

"	['serializing', 'json', 'jquery', 'need', 'serialize', 'object', 'json', 'using', 'jquery', 'standard', 'way', 'specific', 'situation', 'array', 'defined', 'shown', 'var', 'country', 'new', 'array', 'country', 'country', 'need', 'turn', 'string', 'pas', '.ajax', 'like', '.ajax', 'type', 'post', 'url', 'concessions.aspx', 'getconcessions', 'data', 'country']	['javascript', 'jquery', 'ajax', 'json', 'serialization']
775	192109	"is there a built in function to print all the current properties and values of an object? so what im looking for here is something like phps print_r function.
this is so i can debug my scripts by seeing whats the state of the object in question.
"	['built', 'function', 'print', 'current', 'property', 'value', 'object', 'looking', 'something', 'like', 'phps', 'print_r', 'function', 'debug', 'script', 'seeing', 'whats', 'state', 'object', 'question']	['python', 'debugging', 'introspection', 'pretty-print', 'python-datamodel']
776	192220	"what is the most efficient elegant way to parse a flat table into a tree? assume you have a flat table that stores an ordered tree hierarchy:
id   name         parentid   order
    node                   
    node .                
    node                   
    node ..              
    node .                
    node .                

heres a diagram, where we have [id] name.  root node  is fictional.

                       [] root
                               \ 
              [] node           [] node 
                      \                   \
    [] node .     [] node .      [] node .
                     
 [] node ..

what minimalistic approach would you use to output that to html (or text, for that matter) as a correctly ordered, correctly indented tree? 
assume further you only have basic data structures (arrays and hashmaps), no fancy objects with parent children references, no orm, no framework, just your two hands. the table is represented as a result set, which can be accessed randomly. 
pseudo code or plain english is okay, this is purely a conceptional question.
bonus question: is there a fundamentally better way to store a tree structure like this in a rdbms?

edits and additions
to answer one commenters (mark besseys) question: a root node is not necessary, because it is never going to be displayed anyway. parentid =  is the convention to express ""these are top level"". the order column defines how nodes with the same parent are going to be sorted.
the ""result set"" i spoke of can be pictured as an array of hashmaps (to stay in that terminology). for my example was meant to be already there. some answers go the extra mile and construct it first, but thats okay.
the tree can be arbitrarily deep. each node can have n children. i did not exactly have a ""millions of entries"" tree in mind, though.
dont mistake my choice of node naming (node ..) for something to rely on. the nodes could equally well be called frank or bob, no naming structure is implied, this was merely to make it readable.
i have posted my own solution so you guys can pull it to pieces.
"	['efficient', 'elegant', 'way', 'parse', 'flat', 'table', 'tree', 'assume', 'flat', 'table', 'store', 'ordered', 'tree', 'hierarchy', 'name', 'parentid', 'order', 'node', 'node', 'node', 'node', 'node', 'node', 'here', 'diagram', 'name', 'root', 'node', 'fictional', 'root', 'node', 'node', 'node', 'node', 'node', 'node', 'minimalistic', 'approach', 'would', 'use', 'output', 'html', 'text', 'matter', 'correctly', 'ordered', 'correctly', 'indented', 'tree', 'assume', 'basic', 'data', 'structure', 'array', 'hashmaps', 'fancy', 'object', 'parent', 'child', 'reference', 'orm', 'framework', 'two', 'hand', 'table', 'represented', 'result', 'set', 'accessed', 'randomly', 'pseudo', 'code', 'plain', 'english', 'okay', 'purely', 'conceptional', 'question', 'bonus', 'question', 'fundamentally', 'better', 'way', 'store', 'tree', 'structure', 'like', 'rdbms', 'edits', 'addition', 'answer', 'one', 'commenters', 'mark', 'besseys', 'question', 'root', 'node', 'necessary', 'never', 'going', 'displayed', 'anyway', 'parentid', 'convention', 'express', 'top', 'level', 'order', 'column', 'defines', 'node', 'parent', 'going', 'sorted', 'result', 'set', 'spoke', 'pictured', 'array', 'hashmaps', 'stay', 'terminology', 'example', 'meant', 'already', 'answer', 'extra', 'mile', 'construct', 'first', 'thats', 'okay', 'tree', 'arbitrarily', 'deep', 'node', 'child', 'exactly', 'million', 'entry', 'tree', 'mind', 'though', 'dont', 'mistake', 'choice', 'node', 'naming', 'node', 'something', 'rely', 'node', 'could', 'equally', 'well', 'called', 'frank', 'bob', 'naming', 'structure', 'implied', 'merely', 'make', 'readable', 'posted', 'solution', 'guy', 'pull', 'piece']	['sql', 'algorithm', 'recursion', 'tree', 'hierarchical-data']
777	192249	"how do i parse command line arguments in bash? say, i have a script that gets called with this line:
. myscript  vfd . foo bar somefile  o  fizz someotherfile

or this one:
. myscript  v  f  d  o  fizz someotherfile . foo bar somefile 

whats the accepted way of parsing this such that in each case (or some combination of the two) $v, $f, and  $d will all be set to true and $outfile will be equal to  fizz someotherfile?
"	['parse', 'command', 'line', 'argument', 'bash', 'say', 'script', 'get', 'called', 'line', 'myscript', 'vfd', 'foo', 'bar', 'somefile', 'fizz', 'someotherfile', 'one', 'myscript', 'fizz', 'someotherfile', 'foo', 'bar', 'somefile', 'whats', 'accepted', 'way', 'parsing', 'case', 'combination', 'two', 'set', 'true', 'outfile', 'equal', 'fizz', 'someotherfile']	['bash', 'command-line', 'scripting', 'arguments', 'getopts']
778	192292	"how best to include other scripts? the way you would normally include a script is with ""source""
eg:
main.sh:
#! bin bash

source incl.sh

echo ""the main script""

incl.sh:
echo ""the included script""

the output of executing "". main.sh"" is:
the included script
the main script

... now, if you attempt to execute that shell script from another location, it cant find the include unless its in your path.
whats a good way to ensure that your script can find the include script, especially if for instance, the script needs to be portable?
"	['best', 'include', 'script', 'way', 'would', 'normally', 'include', 'script', 'source', 'main.sh', 'bin', 'bash', 'source', 'incl.sh', 'echo', 'main', 'script', 'incl.sh', 'echo', 'included', 'script', 'output', 'executing', 'main.sh', 'included', 'script', 'main', 'script', 'attempt', 'execute', 'shell', 'script', 'another', 'location', 'cant', 'find', 'include', 'unless', 'path', 'whats', 'good', 'way', 'ensure', 'script', 'find', 'include', 'script', 'especially', 'instance', 'script', 'need', 'portable']	['bash']
779	192319	"how do i know the script file name in a bash script? how can i determine the name of the bash script file inside the script itself?
like if my script is in file runme.sh, then how would i make it to display ""you are running runme.sh"" message without hardcoding that?
"	['know', 'script', 'file', 'name', 'bash', 'script', 'determine', 'name', 'bash', 'script', 'file', 'inside', 'script', 'like', 'script', 'file', 'runme.sh', 'would', 'make', 'display', 'running', 'runme.sh', 'message', 'without', 'hardcoding']	['linux', 'bash', 'shell', 'scripting']
780	193161	"what is the best project structure for a python application? imagine that you want to develop a non trivial end user desktop (not web) application in python. what is the best way to structure the projects folder hierarchy?
desirable features are ease of maintenance, ide friendliness, suitability for source control branching merging, and easy generation of install packages.
in particular:

where do you put the source?
where do you put application startup scripts?
where do you put the ide project cruft?
where do you put the unit acceptance tests?
where do you put non python data such as config files?
where do you put non python sources such as c++ for pyd so binary extension modules?

"	['best', 'project', 'structure', 'python', 'application', 'imagine', 'want', 'develop', 'non', 'trivial', 'end', 'user', 'desktop', 'web', 'application', 'python', 'best', 'way', 'structure', 'project', 'folder', 'hierarchy', 'desirable', 'feature', 'ease', 'maintenance', 'ide', 'friendliness', 'suitability', 'source', 'control', 'branching', 'merging', 'easy', 'generation', 'install', 'package', 'particular', 'put', 'source', 'put', 'application', 'startup', 'script', 'put', 'ide', 'project', 'cruft', 'put', 'unit', 'acceptance', 'test', 'put', 'non', 'python', 'data', 'config', 'file', 'put', 'non', 'python', 'source', 'c++', 'pyd', 'binary', 'extension', 'module']	['python', 'directory-structure', 'organization', 'project-structure']
781	193182	"programmatically get own phone number in ios is there any way to get own phone number by standard apis from iphone sdk?
"	['programmatically', 'get', 'phone', 'number', 'way', 'get', 'phone', 'number', 'standard', 'apis', 'iphone', 'sdk']	['ios', 'iphone', 'phone-number']
782	193780	"how to find all the tables in mysql with specific column names in them? i have   different column names that i want to look up in the entire db and list out all tables which have those columns. any easy script?
"	['find', 'table', 'mysql', 'specific', 'column', 'name', 'different', 'column', 'name', 'want', 'look', 'entire', 'list', 'table', 'column', 'easy', 'script']	['mysql', 'information-schema']
783	194397	"how can i obfuscate (protect) javascript? i want to make a javascript application thats not open source, and thus i wish to learn how to can obfuscate my js code? is this possible?
"	['obfuscate', 'protect', 'javascript', 'want', 'make', 'javascript', 'application', 'thats', 'open', 'source', 'thus', 'wish', 'learn', 'obfuscate', 'code', 'possible']	['javascript', 'obfuscation', 'source-code-protection']
784	194465	"how to parse a string to an int in c++? whats the c++ way of parsing a string (given as char *) into an int? robust and clear error handling is a plus (instead of returning zero).
"	['parse', 'string', 'int', 'c++', 'whats', 'c++', 'way', 'parsing', 'string', 'given', 'char', 'int', 'robust', 'clear', 'error', 'handling', 'plus', 'instead', 'returning', 'zero']	['c++', 'parsing']
785	194484	"whats the strangest corner case youve seen in c# or .net? i collect a few corner cases and brain teasers and would always like to hear more. the page only really covers c# language bits and bobs, but i also find core .net things interesting too. for example, heres one which isnt on the page, but which i find incredible:
string x = new string(new char[]);
string y = new string(new char[]);
console.writeline(object.referenceequals(x, y));

id expect that to print false   after all, ""new"" (with a reference type) always creates a new object, doesnt it? the specs for both c# and the cli indicate that it should.  well, not in this particular case. it prints true, and has done on every version of the framework ive tested it with. (i havent tried it on mono, admittedly...)
just to be clear, this is only an example of the kind of thing im looking for   i wasnt particularly looking for discussion explanation of this oddity. (its not the same as normal string interning; in particular, string interning doesnt normally happen when a constructor is called.) i was really asking for similar odd behaviour.
any other gems lurking out there?
"	['whats', 'strangest', 'corner', 'case', 'youve', 'seen', '.net', 'collect', 'corner', 'case', 'brain', 'teaser', 'would', 'always', 'like', 'hear', 'page', 'really', 'cover', 'language', 'bit', 'bob', 'also', 'find', 'core', '.net', 'thing', 'interesting', 'example', 'here', 'one', 'isnt', 'page', 'find', 'incredible', 'string', 'new', 'string', 'new', 'char', 'string', 'new', 'string', 'new', 'char', 'console.writeline', 'object.referenceequals', 'expect', 'print', 'false', 'new', 'reference', 'type', 'always', 'creates', 'new', 'object', 'doesnt', 'spec', 'cli', 'indicate', 'well', 'particular', 'case', 'print', 'true', 'done', 'every', 'version', 'framework', 'ive', 'tested', 'havent', 'tried', 'mono', 'admittedly', 'clear', 'example', 'kind', 'thing', 'looking', 'wasnt', 'particularly', 'looking', 'discussion', 'explanation', 'oddity', 'normal', 'string', 'interning', 'particular', 'string', 'interning', 'doesnt', 'normally', 'happen', 'constructor', 'called', 'really', 'asking', 'similar', 'odd', 'behaviour', 'gem', 'lurking']	['c', '.net']
786	194852	"how to concatenate text from multiple rows into a single text string in sql server? consider a database table holding names, with three rows:
peter
paul
mary

is there an easy way to turn this into a single string of peter, paul, mary?
"	['concatenate', 'text', 'multiple', 'row', 'single', 'text', 'string', 'sql', 'server', 'consider', 'database', 'table', 'holding', 'name', 'three', 'row', 'peter', 'paul', 'mary', 'easy', 'way', 'turn', 'single', 'string', 'peter', 'paul', 'mary']	['sql', 'sql-server', 'csv', 'string-concatenation', 'group-concat']
787	195951	"how can i change an elements class with javascript? how can i change the class of an html element in response to an onclick or any other events using javascript?
"	['change', 'element', 'class', 'javascript', 'change', 'class', 'html', 'element', 'response', 'onclick', 'event', 'using', 'javascript']	['javascript', 'html', 'dom']
788	196017	"unique (non repeating) random numbers in o()? id like to generate unique random numbers between  and  that never repeat (i.e.  doesnt show up twice), but that doesnt resort to something like an o(n) search of previous values to do it. is this possible?
"	['unique', 'non', 'repeating', 'random', 'number', 'like', 'generate', 'unique', 'random', 'number', 'never', 'repeat', 'i.e', 'doesnt', 'show', 'twice', 'doesnt', 'resort', 'something', 'like', 'search', 'previous', 'value', 'possible']	['algorithm', 'math', 'random', 'language-agnostic']
789	196684	"jquery get specific option tag text all right, say i have this:
<select id=list>
    <option value=>option a< option>
    <option value=>option b< option>
    <option value=>option c< option>
< select>

what would the selector look like if i wanted to get ""option b"" when i have the value ?
please note that this is not asking how to get the selected text value, but just any one of them, whether selected or not, depending on the value attribute. i tried:
$(""#list[value=]"").text();

but it is not working.
"	['jquery', 'get', 'specific', 'option', 'tag', 'text', 'right', 'say', 'select', 'id=list', 'option', 'value=', 'option', 'option', 'option', 'value=', 'option', 'option', 'option', 'value=', 'option', 'option', 'select', 'would', 'selector', 'look', 'like', 'wanted', 'get', 'option', 'value', 'please', 'note', 'asking', 'get', 'selected', 'text', 'value', 'one', 'whether', 'selected', 'depending', 'value', 'attribute', 'tried', 'list', 'value=', '.text', 'working']	['javascript', 'jquery', 'jquery-selectors', 'html-select']
790	196972	"convert string to title case with javascript is there a simple way to convert a string to title case? e.g. john smith becomes john smith. im not looking for something complicated like john resigs solution, just (hopefully) some kind of one  or two liner.
"	['convert', 'string', 'title', 'case', 'javascript', 'simple', 'way', 'convert', 'string', 'title', 'case', 'e.g', 'john', 'smith', 'becomes', 'john', 'smith', 'looking', 'something', 'complicated', 'like', 'john', 'resigs', 'solution', 'hopefully', 'kind', 'one', 'two', 'liner']	['javascript', 'title-case']
791	197474	"jpa and hibernate   criteria vs. jpql or hql what are the pros and cons of using criteria or hql? the criteria api is a nice object oriented way to express queries in hibernate, but sometimes criteria queries are more difficult to understand build than hql. 
when do you use criteria and when hql? what do you prefer in which use cases? or is it just a matter of taste?
"	['jpa', 'hibernate', 'criterion', 'vs.', 'jpql', 'hql', 'pro', 'con', 'using', 'criterion', 'hql', 'criterion', 'api', 'nice', 'object', 'oriented', 'way', 'express', 'query', 'hibernate', 'sometimes', 'criterion', 'query', 'difficult', 'understand', 'build', 'hql', 'use', 'criterion', 'hql', 'prefer', 'use', 'case', 'matter', 'taste']	['java', 'hibernate', 'hql', 'criteria', 'hibernate-criteria']
792	197876	"how do i uninstall a windows service if the files do not exist anymore? how do i uninstall a .net windows service, if the service files does not exists anymore?
i installed a .net windows service using installutil. i have since deleted the files but forgot to run
 installutil  u

first. so the service is still listed in the services mmc.
do i have to go into the registry? or is there a better way?
"	['uninstall', 'window', 'service', 'file', 'exist', 'anymore', 'uninstall', '.net', 'window', 'service', 'service', 'file', 'exists', 'anymore', 'installed', '.net', 'window', 'service', 'using', 'installutil', 'since', 'deleted', 'file', 'forgot', 'run', 'installutil', 'first', 'service', 'still', 'listed', 'service', 'mmc', 'registry', 'better', 'way']	['windows', 'windows-services', 'installation']
793	198199	"how do you reverse a string in place in c or c++? how do you reverse a string in c or c++ without requiring a separate buffer to hold the reversed string?
"	['reverse', 'string', 'place', 'c++', 'reverse', 'string', 'c++', 'without', 'requiring', 'separate', 'buffer', 'hold', 'reversed', 'string']	['c++', 'c', 'string', 'reverse']
794	198460	"how to get a random number in ruby how do i generate a random number between  and n?
"	['get', 'random', 'number', 'ruby', 'generate', 'random', 'number']	['ruby-on-rails', 'ruby', 'ruby-on-rails-3', 'ruby-on-rails-4', 'random']
795	198462	"is either get or post more secure than the other? when comparing an http get to an http post, what are the differences from a security perspective? is one of the choices inherently more secure than the other? if so, why?
i realize that post doesnt expose information on the url, but is there any real value in that or is it just security through obscurity? is there ever a reason that i should prefer post when security is a concern?
edit:
over https, post data is encoded, but could urls be sniffed by a rd party? additionally, i am dealing with jsp; when using jsp or a similar framework, would it be fair to say the best practice is to avoid placing sensitive data in the post or get altogether and using server side code to handle sensitive information instead?
"	['either', 'get', 'post', 'secure', 'comparing', 'http', 'get', 'http', 'post', 'difference', 'security', 'perspective', 'one', 'choice', 'inherently', 'secure', 'realize', 'post', 'doesnt', 'expose', 'information', 'url', 'real', 'value', 'security', 'obscurity', 'ever', 'reason', 'prefer', 'post', 'security', 'concern', 'edit', 'http', 'post', 'data', 'encoded', 'could', 'url', 'sniffed', 'party', 'additionally', 'dealing', 'jsp', 'using', 'jsp', 'similar', 'framework', 'would', 'fair', 'say', 'best', 'practice', 'avoid', 'placing', 'sensitive', 'data', 'post', 'get', 'altogether', 'using', 'server', 'side', 'code', 'handle', 'sensitive', 'information', 'instead']	['html', 'security', 'http']
796	198577	"real differences between ""java  server"" and ""java  client""? is there any real practical difference between ""java  server"" and ""java  client""?  
all i can find on suns site is a vague 

"" server starts slower but should run faster"".  

what are the real differences?  (using jdk .._ currently.)
"	['real', 'difference', 'java', 'server', 'java', 'client', 'real', 'practical', 'difference', 'java', 'server', 'java', 'client', 'find', 'sun', 'site', 'vague', 'server', 'start', 'slower', 'run', 'faster', 'real', 'difference', 'using', 'jdk', '.._', 'currently']	['java', 'jvm', 'jvm-hotspot']
797	199080	"how do i detect what .net framework versions and service packs are installed? a similar question was asked here, but it was specific to .net .. specifically, im looking for the following:

what is the correct way to determine which .net framework versions and service packs are installed?
is there a list of registry keys that can be used?
are there any dependencies between framework versions?

"	['detect', '.net', 'framework', 'version', 'service', 'pack', 'installed', 'similar', 'question', 'asked', 'specific', '.net', 'specifically', 'looking', 'following', 'correct', 'way', 'determine', '.net', 'framework', 'version', 'service', 'pack', 'installed', 'list', 'registry', 'key', 'used', 'dependency', 'framework', 'version']	['.net', 'installation', 'version-detection']
798	199099	"how to manage a redirect request after a jquery ajax call im using $.post() to call a servlet using ajax and then using the resulting html fragment to replace a div element in the users current page. however, if the session times out, the server sends a redirect directive to send the user to the login page. in this case, jquery is replacing the div element with the contents of the login page, forcing the users eyes to witness a rare scene indeed. 
how can i manage a redirect directive from an ajax call with jquery ..?
"	['manage', 'redirect', 'request', 'jquery', 'ajax', 'call', 'using', '.post', 'call', 'servlet', 'using', 'ajax', 'using', 'resulting', 'html', 'fragment', 'replace', 'div', 'element', 'user', 'current', 'page', 'however', 'session', 'time', 'server', 'sends', 'redirect', 'directive', 'send', 'user', 'login', 'page', 'case', 'jquery', 'replacing', 'div', 'element', 'content', 'login', 'page', 'forcing', 'user', 'eye', 'witness', 'rare', 'scene', 'indeed', 'manage', 'redirect', 'directive', 'ajax', 'call', 'jquery']	['javascript', 'jquery', 'ajax', 'redirect']
799	199333	"how do i detect unsigned integer multiply overflow? i was writing a program in c++ to find all solutions of ab = c, where a, b and c together use all the digits   exactly once. the program looped over values of a and b, and it ran a digit counting routine each time on a, b and ab to check if the digits condition was satisfied.
however, spurious solutions can be generated when ab overflows the integer limit. i ended up checking for this using code like:
unsigned long b, c, c_test;
...
c_test=c*b;            possible overflow
if (c_test b != c) { * there has been an overflow* }
else c=c_test;         no overflow

is there a better way of testing for overflow? i know that some chips have an internal flag that is set when overflow occurs, but ive never seen it accessed through c or c++.

beware that signed int overflow is undefined behaviour in c and c++, and thus you have to detect it without actually causing it. for signed int overflow before addition, see detecting signed overflow in c c++.
"	['detect', 'unsigned', 'integer', 'multiply', 'overflow', 'writing', 'program', 'c++', 'find', 'solution', 'together', 'use', 'digit', 'exactly', 'program', 'looped', 'value', 'ran', 'digit', 'counting', 'routine', 'time', 'check', 'digit', 'condition', 'satisfied', 'however', 'spurious', 'solution', 'generated', 'overflow', 'integer', 'limit', 'ended', 'checking', 'using', 'code', 'like', 'unsigned', 'long', 'c_test', 'c_test=c*b', 'possible', 'overflow', 'c_test', 'overflow*', 'else', 'c=c_test', 'overflow', 'better', 'way', 'testing', 'overflow', 'know', 'chip', 'internal', 'flag', 'set', 'overflow', 'occurs', 'ive', 'never', 'seen', 'accessed', 'c++', 'beware', 'signed', 'int', 'overflow', 'undefined', 'behaviour', 'c++', 'thus', 'detect', 'without', 'actually', 'causing', 'signed', 'int', 'overflow', 'addition', 'see', 'detecting', 'signed', 'overflow', 'c++']	['c++', 'c', 'integer-overflow']
800	199470	"whats the main difference between int.parse() and convert.toint 
what is the main difference between int.parse() and convert.toint()?
which one is to be preferred

"	['whats', 'main', 'difference', 'int.parse', 'convert.toint', 'main', 'difference', 'int.parse', 'convert.toint', 'one', 'preferred']	['c']
801	200384	"constant amortized time what is meant by ""constant amortized time"" when talking about time complexity of an algorithm?
"	['constant', 'amortized', 'time', 'meant', 'constant', 'amortized', 'time', 'talking', 'time', 'complexity', 'algorithm']	['algorithm', 'complexity-theory', 'big-o']
802	200469	"what is the difference between a process and a thread? what is the technical difference between a process and a thread?
i get the feeling a word like process is overused and there are also hardware and software threads. how about light weight processes in languages like erlang? is there a definitive reason to use one term over the other?
"	['difference', 'process', 'thread', 'technical', 'difference', 'process', 'thread', 'get', 'feeling', 'word', 'like', 'process', 'overused', 'also', 'hardware', 'software', 'thread', 'light', 'weight', 'process', 'language', 'like', 'erlang', 'definitive', 'reason', 'use', 'one', 'term']	['multithreading', 'process', 'operating-system']
803	200574	"linq equivalent of foreach for ienumerable id like to do the equivalent of the following in linq, but i cant figure out how:
ienumerable<item> items = getitems();
items.foreach(i => i.dostuff());

what is the real syntax?
"	['linq', 'equivalent', 'foreach', 'ienumerable', 'like', 'equivalent', 'following', 'linq', 'cant', 'figure', 'ienumerable', 'item', 'item', 'getitems', 'items.foreach', 'i.dostuff', 'real', 'syntax']	['linq', 'foreach', 'ienumerable']
